case:concept:name,concept:name,time:timestamp,org:resource,booking_period,desk,product,currency,counterparty_tier,notional_usd
BK-0050,Validate Economics,2026-01-19T10:13:00Z,ops_analyst_01,baseline,Equities,Equity Option,USD,Tier 1,84155000.0
BK-0050,Enrich Counterparty,2026-01-19T10:23:00Z,static_data_01,baseline,Equities,Equity Option,USD,Tier 1,84155000.0
BK-0050,Compliance Check,2026-01-19T10:34:00Z,compliance_02,baseline,Equities,Equity Option,USD,Tier 1,84155000.0
BK-0050,Credit Check,2026-01-19T10:47:00Z,credit_02,baseline,Equities,Equity Option,USD,Tier 1,84155000.0
BK-0050,Supervisor Approval,2026-01-19T11:12:00Z,supervisor_01,baseline,Equities,Equity Option,USD,Tier 1,84155000.0
BK-0050,Confirm Booking,2026-01-19T11:35:00Z,confirmations_01,baseline,Equities,Equity Option,USD,Tier 1,84155000.0
BK-0050,Post to Ledger,2026-01-19T11:40:00Z,ledger_bot_01,baseline,Equities,Equity Option,USD,Tier 1,84155000.0
BK-0050,Booking Complete,2026-01-19T11:43:00Z,workflow_bot_01,baseline,Equities,Equity Option,USD,Tier 1,84155000.0
BK-0051,Trade Captured,2026-01-19T12:00:00Z,trader_02,baseline,Rates,Interest Rate Swap,USD,Tier 3,22504000.0
BK-0051,Validate Economics,2026-01-19T12:09:00Z,ops_analyst_02,baseline,Rates,Interest Rate Swap,USD,Tier 3,22504000.0
BK-0051,Enrich Counterparty,2026-01-19T12:20:00Z,static_data_01,baseline,Rates,Interest Rate Swap,USD,Tier 3,22504000.0
BK-0051,Compliance Check,2026-01-19T12:42:00Z,compliance_02,baseline,Rates,Interest Rate Swap,USD,Tier 3,22504000.0
BK-0051,Credit Check,2026-01-19T12:55:00Z,credit_02,baseline,Rates,Interest Rate Swap,USD,Tier 3,22504000.0
BK-0051,Confirm Booking,2026-01-19T13:09:00Z,confirmations_01,baseline,Rates,Interest Rate Swap,USD,Tier 3,22504000.0
BK-0051,Post to Ledger,2026-01-19T13:18:00Z,ledger_bot_01,baseline,Rates,Interest Rate Swap,USD,Tier 3,22504000.0
BK-0051,Booking Complete,2026-01-19T13:21:00Z,workflow_bot_01,baseline,Rates,Interest Rate Swap,USD,Tier 3,22504000.0
BK-0052,Trade Captured,2026-01-19T14:00:00Z,trader_02,baseline,Rates,Interest Rate Swap,EUR,Tier 1,13646000.0
BK-0052,Validate Economics,2026-01-19T14:11:00Z,ops_analyst_01,baseline,Rates,Interest Rate Swap,EUR,Tier 1,13646000.0
BK-0052,Enrich Counterparty,2026-01-19T14:22:00Z,static_data_02,baseline,Rates,Interest Rate Swap,EUR,Tier 1,13646000.0
BK-0052,Compliance Check,2026-01-19T14:33:00Z,compliance_01,baseline,Rates,Interest Rate Swap,EUR,Tier 1,13646000.0
BK-0052,Credit Check,2026-01-19T14:54:00Z,credit_01,baseline,Rates,Interest Rate Swap,EUR,Tier 1,13646000.0
BK-0052,Confirm Booking,2026-01-19T15:08:00Z,confirmations_01,baseline,Rates,Interest Rate Swap,EUR,Tier 1,13646000.0
BK-0052,Post to Ledger,2026-01-19T15:13:00Z,ledger_bot_01,baseline,Rates,Interest Rate Swap,EUR,Tier 1,13646000.0
BK-0052,Booking Complete,2026-01-19T15:16:00Z,workflow_bot_01,baseline,Rates,Interest Rate Swap,EUR,Tier 1,13646000.0
BK-0053,Trade Captured,2026-01-19T08:00:00Z,trader_02,baseline,FX,FX Forward,EUR,Tier 2,2944000.0
BK-0053,Validate Economics,2026-01-19T08:19:00Z,ops_analyst_02,baseline,FX,FX Forward,EUR,Tier 2,2944000.0
BK-0053,Enrich Counterparty,2026-01-19T08:28:00Z,static_data_01,baseline,FX,FX Forward,EUR,Tier 2,2944000.0
BK-0053,Compliance Check,2026-01-19T08:40:00Z,compliance_02,baseline,FX,FX Forward,EUR,Tier 2,2944000.0
BK-0053,Credit Check,2026-01-19T08:53:00Z,credit_02,baseline,FX,FX Forward,EUR,Tier 2,2944000.0
BK-0053,Confirm Booking,2026-01-19T09:23:00Z,confirmations_01,baseline,FX,FX Forward,EUR,Tier 2,2944000.0
BK-0053,Post to Ledger,2026-01-19T09:30:00Z,ledger_bot_01,baseline,FX,FX Forward,EUR,Tier 2,2944000.0
BK-0053,Booking Complete,2026-01-19T09:35:00Z,workflow_bot_01,baseline,FX,FX Forward,EUR,Tier 2,2944000.0
BK-0054,Trade Captured,2026-01-19T10:00:00Z,trader_03,baseline,FX,FX Forward,EUR,Tier 3,24114000.0
BK-0054,Validate Economics,2026-01-19T10:29:00Z,ops_analyst_02,baseline,FX,FX Forward,EUR,Tier 3,24114000.0
BK-0054,Enrich Counterparty,2026-01-19T10:37:00Z,static_data_02,baseline,FX,FX Forward,EUR,Tier 3,24114000.0
BK-0054,Compliance Check,2026-01-19T10:57:00Z,compliance_02,baseline,FX,FX Forward,EUR,Tier 3,24114000.0
BK-0054,Credit Check,2026-01-19T11:09:00Z,credit_02,baseline,FX,FX Forward,EUR,Tier 3,24114000.0
BK-0054,Confirm Booking,2026-01-19T11:35:00Z,confirmations_01,baseline,FX,FX Forward,EUR,Tier 3,24114000.0
BK-0054,Post to Ledger,2026-01-19T11:44:00Z,ledger_bot_01,baseline,FX,FX Forward,EUR,Tier 3,24114000.0
BK-0054,Booking Complete,2026-01-19T11:47:00Z,workflow_bot_01,baseline,FX,FX Forward,EUR,Tier 3,24114000.0
BK-0055,Trade Captured,2026-01-19T12:00:00Z,trader_02,baseline,FX,FX Forward,EUR,Tier 1,36032000.0
BK-0055,Validate Economics,2026-01-19T12:08:00Z,ops_analyst_02,baseline,FX,FX Forward,EUR,Tier 1,36032000.0
BK-0055,Enrich Counterparty,2026-01-19T12:18:00Z,static_data_02,baseline,FX,FX Forward,EUR,Tier 1,36032000.0
BK-0055,Compliance Check,2026-01-19T12:30:00Z,compliance_01,baseline,FX,FX Forward,EUR,Tier 1,36032000.0
BK-0055,Credit Check,2026-01-19T12:40:00Z,credit_01,baseline,FX,FX Forward,EUR,Tier 1,36032000.0
BK-0055,Confirm Booking,2026-01-19T12:58:00Z,confirmations_01,baseline,FX,FX Forward,EUR,Tier 1,36032000.0
BK-0055,Post to Ledger,2026-01-19T13:06:00Z,ledger_bot_01,baseline,FX,FX Forward,EUR,Tier 1,36032000.0
BK-0055,Booking Complete,2026-01-19T13:09:00Z,workflow_bot_01,baseline,FX,FX Forward,EUR,Tier 1,36032000.0
BK-0056,Trade Captured,2026-01-19T14:00:00Z,trader_02,baseline,Rates,Interest Rate Swap,JPY,Tier 2,5288000.0
BK-0056,Validate Economics,2026-01-19T14:12:00Z,ops_analyst_01,baseline,Rates,Interest Rate Swap,JPY,Tier 2,5288000.0
BK-0056,Amend Booking,2026-01-19T14:29:00Z,ops_analyst_01,baseline,Rates,Interest Rate Swap,JPY,Tier 2,5288000.0
BK-0056,Validate Economics,2026-01-19T14:41:00Z,ops_analyst_03,baseline,Rates,Interest Rate Swap,JPY,Tier 2,5288000.0
BK-0056,Enrich Counterparty,2026-01-19T14:54:00Z,static_data_02,baseline,Rates,Interest Rate Swap,JPY,Tier 2,5288000.0
BK-0056,Compliance Check,2026-01-19T15:05:00Z,compliance_01,baseline,Rates,Interest Rate Swap,JPY,Tier 2,5288000.0
BK-0056,Credit Check,2026-01-19T15:15:00Z,credit_02,baseline,Rates,Interest Rate Swap,JPY,Tier 2,5288000.0
BK-0056,Confirm Booking,2026-01-19T15:37:00Z,confirmations_02,baseline,Rates,Interest Rate Swap,JPY,Tier 2,5288000.0
BK-0056,Post to Ledger,2026-01-19T15:44:00Z,ledger_bot_01,baseline,Rates,Interest Rate Swap,JPY,Tier 2,5288000.0
BK-0056,Booking Complete,2026-01-19T15:45:00Z,workflow_bot_01,baseline,Rates,Interest Rate Swap,JPY,Tier 2,5288000.0
BK-0057,Trade Captured,2026-01-19T08:00:00Z,trader_01,baseline,Equities,Equity Option,EUR,Tier 1,16090000.0
BK-0057,Validate Economics,2026-01-19T08:11:00Z,ops_analyst_01,baseline,Equities,Equity Option,EUR,Tier 1,16090000.0
BK-0057,Enrich Counterparty,2026-01-19T08:19:00Z,static_data_02,baseline,Equities,Equity Option,EUR,Tier 1,16090000.0
BK-0057,Compliance Check,2026-01-19T08:31:00Z,compliance_02,baseline,Equities,Equity Option,EUR,Tier 1,16090000.0
BK-0057,Credit Check,2026-01-19T08:40:00Z,credit_01,baseline,Equities,Equity Option,EUR,Tier 1,16090000.0
BK-0057,Confirm Booking,2026-01-19T09:02:00Z,confirmations_01,baseline,Equities,Equity Option,EUR,Tier 1,16090000.0
BK-0057,Post to Ledger,2026-01-19T09:10:00Z,ledger_bot_01,baseline,Equities,Equity Option,EUR,Tier 1,16090000.0
BK-0057,Booking Complete,2026-01-19T09:15:00Z,workflow_bot_01,baseline,Equities,Equity Option,EUR,Tier 1,16090000.0
BK-0058,Trade Captured,2026-01-19T10:00:00Z,trader_03,baseline,Equities,Equity Option,USD,Tier 3,8387000.0
BK-0058,Validate Economics,2026-01-19T10:09:00Z,ops_analyst_02,baseline,Equities,Equity Option,USD,Tier 3,8387000.0
BK-0058,Enrich Counterparty,2026-01-19T10:20:00Z,static_data_01,baseline,Equities,Equity Option,USD,Tier 3,8387000.0
BK-0058,Compliance Check,2026-01-19T10:38:00Z,compliance_01,baseline,Equities,Equity Option,USD,Tier 3,8387000.0
BK-0058,Credit Check,2026-01-19T10:56:00Z,credit_01,baseline,Equities,Equity Option,USD,Tier 3,8387000.0
BK-0058,Confirm Booking,2026-01-19T11:24:00Z,confirmations_02,baseline,Equities,Equity Option,USD,Tier 3,8387000.0
BK-0058,Post to Ledger,2026-01-19T11:30:00Z,ledger_bot_01,baseline,Equities,Equity Option,USD,Tier 3,8387000.0
BK-0058,Booking Complete,2026-01-19T11:33:00Z,workflow_bot_01,baseline,Equities,Equity Option,USD,Tier 3,8387000.0
BK-0059,Trade Captured,2026-01-19T12:00:00Z,trader_03,baseline,FX,FX Forward,USD,Tier 1,11407000.0
BK-0059,Validate Economics,2026-01-19T12:10:00Z,ops_analyst_01,baseline,FX,FX Forward,USD,Tier 1,11407000.0
BK-0059,Enrich Counterparty,2026-01-19T12:27:00Z,static_data_02,baseline,FX,FX Forward,USD,Tier 1,11407000.0
BK-0059,Compliance Check,2026-01-19T12:41:00Z,compliance_01,baseline,FX,FX Forward,USD,Tier 1,11407000.0
BK-0059,Credit Check,2026-01-19T12:54:00Z,credit_02,baseline,FX,FX Forward,USD,Tier 1,11407000.0
BK-0059,Confirm Booking,2026-01-19T13:14:00Z,confirmations_01,baseline,FX,FX Forward,USD,Tier 1,11407000.0
BK-0059,Post to Ledger,2026-01-19T13:23:00Z,ledger_bot_01,baseline,FX,FX Forward,USD,Tier 1,11407000.0
BK-0059,Booking Complete,2026-01-19T13:27:00Z,workflow_bot_01,baseline,FX,FX Forward,USD,Tier 1,11407000.0
BK-0060,Trade Captured,2026-01-19T14:00:00Z,trader_01,baseline,Equities,Equity Option,USD,Tier 2,9220000.0
BK-0060,Validate Economics,2026-01-19T14:16:00Z,ops_analyst_02,baseline,Equities,Equity Option,USD,Tier 2,9220000.0
BK-0060,Enrich Counterparty,2026-01-19T14:27:00Z,static_data_01,baseline,Equities,Equity Option,USD,Tier 2,9220000.0
BK-0060,Compliance Check,2026-01-19T14:46:00Z,compliance_02,baseline,Equities,Equity Option,USD,Tier 2,9220000.0
BK-0060,Credit Check,2026-01-19T15:06:00Z,credit_02,baseline,Equities,Equity Option,USD,Tier 2,9220000.0
BK-0060,Confirm Booking,2026-01-19T15:28:00Z,confirmations_02,baseline,Equities,Equity Option,USD,Tier 2,9220000.0
BK-0060,Post to Ledger,2026-01-19T15:37:00Z,ledger_bot_01,baseline,Equities,Equity Option,USD,Tier 2,9220000.0
BK-0060,Booking Complete,2026-01-19T15:38:00Z,workflow_bot_01,baseline,Equities,Equity Option,USD,Tier 2,9220000.0
BK-0061,Trade Captured,2026-01-20T08:00:00Z,trader_02,baseline,Equities,Equity Option,GBP,Tier 1,30671000.0
BK-0061,Validate Economics,2026-01-20T08:09:00Z,ops_analyst_02,baseline,Equities,Equity Option,GBP,Tier 1,30671000.0
BK-0061,Enrich Counterparty,2026-01-20T08:24:00Z,static_data_01,baseline,Equities,Equity Option,GBP,Tier 1,30671000.0
BK-0061,Compliance Check,2026-01-20T08:37:00Z,compliance_02,baseline,Equities,Equity Option,GBP,Tier 1,30671000.0
BK-0061,Credit Check,2026-01-20T08:51:00Z,credit_02,baseline,Equities,Equity Option,GBP,Tier 1,30671000.0
BK-0061,Confirm Booking,2026-01-20T09:13:00Z,confirmations_02,baseline,Equities,Equity Option,GBP,Tier 1,30671000.0
BK-0061,Post to Ledger,2026-01-20T09:21:00Z,ledger_bot_01,baseline,Equities,Equity Option,GBP,Tier 1,30671000.0
BK-0061,Booking Complete,2026-01-20T09:23:00Z,workflow_bot_01,baseline,Equities,Equity Option,GBP,Tier 1,30671000.0
BK-0062,Trade Captured,2026-01-20T10:00:00Z,trader_01,baseline,Rates,Interest Rate Swap,USD,Tier 3,18040000.0
BK-0062,Validate Economics,2026-01-20T10:16:00Z,ops_analyst_03,baseline,Rates,Interest Rate Swap,USD,Tier 3,18040000.0
BK-0062,Amend Booking,2026-01-20T10:33:00Z,ops_analyst_01,baseline,Rates,Interest Rate Swap,USD,Tier 3,18040000.0
BK-0062,Validate Economics,2026-01-20T10:45:00Z,ops_analyst_02,baseline,Rates,Interest Rate Swap,USD,Tier 3,18040000.0
BK-0062,Enrich Counterparty,2026-01-20T10:57:00Z,static_data_01,baseline,Rates,Interest Rate Swap,USD,Tier 3,18040000.0
BK-0062,Compliance Check,2026-01-20T11:08:00Z,compliance_01,baseline,Rates,Interest Rate Swap,USD,Tier 3,18040000.0
BK-0062,Credit Check,2026-01-20T11:27:00Z,credit_02,baseline,Rates,Interest Rate Swap,USD,Tier 3,18040000.0
BK-0062,Confirm Booking,2026-01-20T11:45:00Z,confirmations_02,baseline,Rates,Interest Rate Swap,USD,Tier 3,18040000.0
BK-0062,Post to Ledger,2026-01-20T11:54:00Z,ledger_bot_01,baseline,Rates,Interest Rate Swap,USD,Tier 3,18040000.0
BK-0062,Booking Complete,2026-01-20T11:57:00Z,workflow_bot_01,baseline,Rates,Interest Rate Swap,USD,Tier 3,18040000.0
BK-0063,Trade Captured,2026-01-20T12:00:00Z,trader_02,baseline,FX,FX Forward,USD,Tier 2,28942000.0
BK-0063,Validate Economics,2026-01-20T12:08:00Z,ops_analyst_01,baseline,FX,FX Forward,USD,Tier 2,28942000.0
BK-0063,Amend Booking,2026-01-20T12:25:00Z,ops_analyst_03,baseline,FX,FX Forward,USD,Tier 2,28942000.0
BK-0063,Validate Economics,2026-01-20T12:35:00Z,ops_analyst_01,baseline,FX,FX Forward,USD,Tier 2,28942000.0
BK-0063,Enrich Counterparty,2026-01-20T12:50:00Z,static_data_01,baseline,FX,FX Forward,USD,Tier 2,28942000.0
BK-0063,Compliance Check,2026-01-20T13:15:00Z,compliance_02,baseline,FX,FX Forward,USD,Tier 2,28942000.0
BK-0063,Credit Check,2026-01-20T13:29:00Z,credit_02,baseline,FX,FX Forward,USD,Tier 2,28942000.0
BK-0063,Confirm Booking,2026-01-20T13:51:00Z,confirmations_01,baseline,FX,FX Forward,USD,Tier 2,28942000.0
BK-0063,Post to Ledger,2026-01-20T13:59:00Z,ledger_bot_01,baseline,FX,FX Forward,USD,Tier 2,28942000.0
BK-0063,Booking Complete,2026-01-20T14:02:00Z,workflow_bot_01,baseline,FX,FX Forward,USD,Tier 2,28942000.0
BK-0064,Trade Captured,2026-01-20T14:00:00Z,trader_03,baseline,FX,FX Forward,EUR,Tier 1,16017000.0
BK-0064,Validate Economics,2026-01-20T14:12:00Z,ops_analyst_03,baseline,FX,FX Forward,EUR,Tier 1,16017000.0
BK-0064,Enrich Counterparty,2026-01-20T14:24:00Z,static_data_01,baseline,FX,FX Forward,EUR,Tier 1,16017000.0
BK-0064,Compliance Check,2026-01-20T14:38:00Z,compliance_02,baseline,FX,FX Forward,EUR,Tier 1,16017000.0
BK-0064,Credit Check,2026-01-20T14:54:00Z,credit_02,baseline,FX,FX Forward,EUR,Tier 1,16017000.0
BK-0064,Confirm Booking,2026-01-20T15:08:00Z,confirmations_02,baseline,FX,FX Forward,EUR,Tier 1,16017000.0
BK-0064,Post to Ledger,2026-01-20T15:15:00Z,ledger_bot_01,baseline,FX,FX Forward,EUR,Tier 1,16017000.0
BK-0064,Booking Complete,2026-01-20T15:17:00Z,workflow_bot_01,baseline,FX,FX Forward,EUR,Tier 1,16017000.0
BK-0065,Trade Captured,2026-01-21T08:00:00Z,trader_01,baseline,FX,FX Forward,EUR,Tier 1,17798000.0
BK-0065,Validate Economics,2026-01-21T08:14:00Z,ops_analyst_01,baseline,FX,FX Forward,EUR,Tier 1,17798000.0
BK-0065,Amend Booking,2026-01-21T08:34:00Z,ops_analyst_03,baseline,FX,FX Forward,EUR,Tier 1,17798000.0
BK-0065,Validate Economics,2026-01-21T08:47:00Z,ops_analyst_03,baseline,FX,FX Forward,EUR,Tier 1,17798000.0
BK-0065,Enrich Counterparty,2026-01-21T08:53:00Z,static_data_02,baseline,FX,FX Forward,EUR,Tier 1,17798000.0
BK-0065,Compliance Check,2026-01-21T09:07:00Z,compliance_02,baseline,FX,FX Forward,EUR,Tier 1,17798000.0
BK-0065,Credit Check,2026-01-21T09:21:00Z,credit_02,baseline,FX,FX Forward,EUR,Tier 1,17798000.0
BK-0065,Confirm Booking,2026-01-21T09:41:00Z,confirmations_01,baseline,FX,FX Forward,EUR,Tier 1,17798000.0
BK-0065,Post to Ledger,2026-01-21T09:52:00Z,ledger_bot_01,baseline,FX,FX Forward,EUR,Tier 1,17798000.0
BK-0065,Booking Complete,2026-01-21T09:55:00Z,workflow_bot_01,baseline,FX,FX Forward,EUR,Tier 1,17798000.0
BK-0066,Trade Captured,2026-01-21T10:00:00Z,trader_01,baseline,Rates,Interest Rate Swap,USD,Tier 1,21833000.0
BK-0066,Validate Economics,2026-01-21T10:10:00Z,ops_analyst_01,baseline,Rates,Interest Rate Swap,USD,Tier 1,21833000.0
BK-0066,Enrich Counterparty,2026-01-21T10:22:00Z,static_data_02,baseline,Rates,Interest Rate Swap,USD,Tier 1,21833000.0
BK-0066,Compliance Check,2026-01-21T10:33:00Z,compliance_02,baseline,Rates,Interest Rate Swap,USD,Tier 1,21833000.0
BK-0066,Credit Check,2026-01-21T10:50:00Z,credit_02,baseline,Rates,Interest Rate Swap,USD,Tier 1,21833000.0
BK-0066,Confirm Booking,2026-01-21T11:11:00Z,confirmations_02,baseline,Rates,Interest Rate Swap,USD,Tier 1,21833000.0
BK-0066,Post to Ledger,2026-01-21T11:17:00Z,ledger_bot_01,baseline,Rates,Interest Rate Swap,USD,Tier 1,21833000.0
BK-0066,Booking Complete,2026-01-21T11:20:00Z,workflow_bot_01,baseline,Rates,Interest Rate Swap,USD,Tier 1,21833000.0
BK-0067,Trade Captured,2026-01-21T12:00:00Z,trader_02,baseline,Equities,Equity Option,GBP,Tier 3,8612000.0
BK-0067,Validate Economics,2026-01-21T12:12:00Z,ops_analyst_01,baseline,Equities,Equity Option,GBP,Tier 3,8612000.0
BK-0067,Enrich Counterparty,2026-01-21T12:19:00Z,static_data_01,baseline,Equities,Equity Option,GBP,Tier 3,8612000.0
BK-0067,Compliance Check,2026-01-21T12:42:00Z,compliance_02,baseline,Equities,Equity Option,GBP,Tier 3,8612000.0
BK-0067,Credit Check,2026-01-21T12:58:00Z,credit_02,baseline,Equities,Equity Option,GBP,Tier 3,8612000.0
BK-0067,Confirm Booking,2026-01-21T13:19:00Z,confirmations_01,baseline,Equities,Equity Option,GBP,Tier 3,8612000.0
BK-0067,Post to Ledger,2026-01-21T13:27:00Z,ledger_bot_01,baseline,Equities,Equity Option,GBP,Tier 3,8612000.0
BK-0067,Booking Complete,2026-01-21T13:32:00Z,workflow_bot_01,baseline,Equities,Equity Option,GBP,Tier 3,8612000.0
BK-0068,Trade Captured,2026-01-21T14:00:00Z,trader_02,baseline,Equities,Equity Option,GBP,Tier 1,20891000.0
BK-0068,Validate Economics,2026-01-21T14:14:00Z,ops_analyst_01,baseline,Equities,Equity Option,GBP,Tier 1,20891000.0
BK-0068,Enrich Counterparty,2026-01-21T14:24:00Z,static_data_02,baseline,Equities,Equity Option,GBP,Tier 1,20891000.0
BK-0068,Compliance Check,2026-01-21T14:38:00Z,compliance_02,baseline,Equities,Equity Option,GBP,Tier 1,20891000.0
BK-0068,Credit Check,2026-01-21T14:51:00Z,credit_01,baseline,Equities,Equity Option,GBP,Tier 1,20891000.0
BK-0068,Confirm Booking,2026-01-21T15:04:00Z,confirmations_01,baseline,Equities,Equity Option,GBP,Tier 1,20891000.0
BK-0068,Post to Ledger,2026-01-21T15:13:00Z,ledger_bot_01,baseline,Equities,Equity Option,GBP,Tier 1,20891000.0
BK-0068,Booking Complete,2026-01-21T15:17:00Z,workflow_bot_01,baseline,Equities,Equity Option,GBP,Tier 1,20891000.0
BK-0069,Trade Captured,2026-01-22T08:00:00Z,trader_01,baseline,Rates,Interest Rate Swap,JPY,Tier 3,26240000.0
BK-0069,Validate Economics,2026-01-22T08:14:00Z,ops_analyst_01,baseline,Rates,Interest Rate Swap,JPY,Tier 3,26240000.0
BK-0069,Amend Booking,2026-01-22T08:33:00Z,ops_analyst_01,baseline,Rates,Interest Rate Swap,JPY,Tier 3,26240000.0
BK-0069,Validate Economics,2026-01-22T08:44:00Z,ops_analyst_02,baseline,Rates,Interest Rate Swap,JPY,Tier 3,26240000.0
BK-0069,Enrich Counterparty,2026-01-22T08:50:00Z,static_data_01,baseline,Rates,Interest Rate Swap,JPY,Tier 3,26240000.0
BK-0069,Compliance Check,2026-01-22T09:08:00Z,compliance_01,baseline,Rates,Interest Rate Swap,JPY,Tier 3,26240000.0
BK-0069,Credit Check,2026-01-22T09:20:00Z,credit_01,baseline,Rates,Interest Rate Swap,JPY,Tier 3,26240000.0
BK-0069,Confirm Booking,2026-01-22T09:40:00Z,confirmations_01,baseline,Rates,Interest Rate Swap,JPY,Tier 3,26240000.0
BK-0069,Post to Ledger,2026-01-22T09:48:00Z,ledger_bot_01,baseline,Rates,Interest Rate Swap,JPY,Tier 3,26240000.0
BK-0069,Booking Complete,2026-01-22T09:50:00Z,workflow_bot_01,baseline,Rates,Interest Rate Swap,JPY,Tier 3,26240000.0
BK-0070,Trade Captured,2026-01-22T10:00:00Z,trader_03,baseline,Equities,Equity Option,EUR,Tier 1,31671000.0
BK-0070,Validate Economics,2026-01-22T10:17:00Z,ops_analyst_01,baseline,Equities,Equity Option,EUR,Tier 1,31671000.0
BK-0070,Enrich Counterparty,2026-01-22T10:29:00Z,static_data_01,baseline,Equities,Equity Option,EUR,Tier 1,31671000.0
BK-0070,Compliance Check,2026-01-22T10:47:00Z,compliance_01,baseline,Equities,Equity Option,EUR,Tier 1,31671000.0
BK-0070,Credit Check,2026-01-22T10:57:00Z,credit_02,baseline,Equities,Equity Option,EUR,Tier 1,31671000.0
BK-0070,Confirm Booking,2026-01-22T11:21:00Z,confirmations_02,baseline,Equities,Equity Option,EUR,Tier 1,31671000.0
BK-0070,Post to Ledger,2026-01-22T11:27:00Z,ledger_bot_01,baseline,Equities,Equity Option,EUR,Tier 1,31671000.0
BK-0070,Booking Complete,2026-01-22T11:31:00Z,workflow_bot_01,baseline,Equities,Equity Option,EUR,Tier 1,31671000.0
BK-0071,Trade Captured,2026-01-22T12:00:00Z,trader_03,baseline,FX,FX Forward,GBP,Tier 2,9210000.0
BK-0071,Validate Economics,2026-01-22T12:12:00Z,ops_analyst_02,baseline,FX,FX Forward,GBP,Tier 2,9210000.0
BK-0071,Enrich Counterparty,2026-01-22T12:26:00Z,static_data_02,baseline,FX,FX Forward,GBP,Tier 2,9210000.0
BK-0071,Compliance Check,2026-01-22T12:40:00Z,compliance_01,baseline,FX,FX Forward,GBP,Tier 2,9210000.0
BK-0071,Credit Check,2026-01-22T12:51:00Z,credit_02,baseline,FX,FX Forward,GBP,Tier 2,9210000.0
BK-0071,Confirm Booking,2026-01-22T13:14:00Z,confirmations_01,baseline,FX,FX Forward,GBP,Tier 2,9210000.0
BK-0071,Post to Ledger,2026-01-22T13:20:00Z,ledger_bot_01,baseline,FX,FX Forward,GBP,Tier 2,9210000.0
BK-0071,Booking Complete,2026-01-22T13:23:00Z,workflow_bot_01,baseline,FX,FX Forward,GBP,Tier 2,9210000.0
BK-0072,Trade Captured,2026-01-22T14:00:00Z,trader_01,baseline,FX,FX Forward,EUR,Tier 2,20301000.0
BK-0072,Validate Economics,2026-01-22T14:07:00Z,ops_analyst_01,baseline,FX,FX Forward,EUR,Tier 2,20301000.0
BK-0072,Enrich Counterparty,2026-01-22T14:16:00Z,static_data_02,baseline,FX,FX Forward,EUR,Tier 2,20301000.0
BK-0072,Compliance Check,2026-01-22T14:28:00Z,compliance_01,baseline,FX,FX Forward,EUR,Tier 2,20301000.0
BK-0072,Credit Check,2026-01-22T14:41:00Z,credit_01,baseline,FX,FX Forward,EUR,Tier 2,20301000.0
BK-0072,Confirm Booking,2026-01-22T15:10:00Z,confirmations_02,baseline,FX,FX Forward,EUR,Tier 2,20301000.0
BK-0072,Post to Ledger,2026-01-22T15:18:00Z,ledger_bot_01,baseline,FX,FX Forward,EUR,Tier 2,20301000.0
BK-0072,Booking Complete,2026-01-22T15:21:00Z,workflow_bot_01,baseline,FX,FX Forward,EUR,Tier 2,20301000.0
BK-0073,Trade Captured,2026-01-23T08:00:00Z,trader_01,baseline,Rates,Interest Rate Swap,USD,Tier 1,4871000.0
BK-0073,Validate Economics,2026-01-23T08:12:00Z,ops_analyst_03,baseline,Rates,Interest Rate Swap,USD,Tier 1,4871000.0
BK-0073,Enrich Counterparty,2026-01-23T08:23:00Z,static_data_01,baseline,Rates,Interest Rate Swap,USD,Tier 1,4871000.0
BK-0073,Compliance Check,2026-01-23T08:36:00Z,compliance_01,baseline,Rates,Interest Rate Swap,USD,Tier 1,4871000.0
BK-0073,Credit Check,2026-01-23T08:55:00Z,credit_01,baseline,Rates,Interest Rate Swap,USD,Tier 1,4871000.0
BK-0073,Confirm Booking,2026-01-23T09:16:00Z,confirmations_02,baseline,Rates,Interest Rate Swap,USD,Tier 1,4871000.0
BK-0073,Post to Ledger,2026-01-23T09:25:00Z,ledger_bot_01,baseline,Rates,Interest Rate Swap,USD,Tier 1,4871000.0
BK-0073,Booking Complete,2026-01-23T09:28:00Z,workflow_bot_01,baseline,Rates,Interest Rate Swap,USD,Tier 1,4871000.0
BK-0074,Trade Captured,2026-01-23T10:00:00Z,trader_03,baseline,FX,FX Forward,USD,Tier 3,65970000.0
BK-0074,Validate Economics,2026-01-23T10:08:00Z,ops_analyst_02,baseline,FX,FX Forward,USD,Tier 3,65970000.0
BK-0074,Enrich Counterparty,2026-01-23T10:17:00Z,static_data_01,baseline,FX,FX Forward,USD,Tier 3,65970000.0
BK-0074,Compliance Check,2026-01-23T10:31:00Z,compliance_01,baseline,FX,FX Forward,USD,Tier 3,65970000.0
BK-0074,Credit Check,2026-01-23T10:42:00Z,credit_02,baseline,FX,FX Forward,USD,Tier 3,65970000.0
BK-0074,Supervisor Approval,2026-01-23T11:10:00Z,supervisor_01,baseline,FX,FX Forward,USD,Tier 3,65970000.0
BK-0074,Confirm Booking,2026-01-23T11:43:00Z,confirmations_02,baseline,FX,FX Forward,USD,Tier 3,65970000.0
BK-0074,Post to Ledger,2026-01-23T11:50:00Z,ledger_bot_01,baseline,FX,FX Forward,USD,Tier 3,65970000.0
BK-0074,Booking Complete,2026-01-23T11:53:00Z,workflow_bot_01,baseline,FX,FX Forward,USD,Tier 3,65970000.0
